Name;Named;PoV;AllegianceASOIAF;CultureASOIAF;RaceASOIAF;Source;AllegianceGoT;CultureGoT;AllegianceBoth;CultureBoth
Arnold Arryn;TRUE;0;House Arryn;Valemen;;AWOIAF Wiki;;;House Arryn;Valemen
Arnolf Karstark;TRUE;0;House Karstark;Northmen;;AWOIAF Wiki;;;House Karstark;Northmen
Aron Santagar;TRUE;0;House Santagar, House Baratheon;Dornish;;AWOIAF Wiki;;;House Santagar, House Baratheon;Dornish
Arra Norrey;TRUE;0;House Norrey, House Stark;Mountain Clans;;AWOIAF Wiki;;;House Norrey, House Stark;Mountain Clans
Arrana Stark;TRUE;0;House Stark, House Umber;Northmen;;AWOIAF Wiki;;;House Stark, House Umber;Northmen
Arrec Durrandon;TRUE;0;;;;AWOIAF Wiki;;;;
Arron;TRUE;0;Night's Watch;Westermen;;AWOIAF Wiki;;;Night's Watch;Westermen
Arron Qorgyle;TRUE;0;House Qorgyle;Dornish;;AWOIAF Wiki;;;House Qorgyle;Dornish
Arryk;TRUE;0;;;;AWOIAF Wiki;;;;
Arryk Cargyll;TRUE;0;House Cargyll, Kingsguard, Greens;Crownlander;;AWOIAF Wiki;;;House Cargyll, Kingsguard, Greens;Crownlander
Lord Arryn (father of Jeyne);TRUE;0;House Arryn;Valemen;;AWOIAF Wiki;;;House Arryn;Valemen
Arsa Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Arson Iceaxe;TRUE;0;;Free Folk;;AWOIAF Wiki;;;;Free Folk
Arstan Selmy;TRUE;0;House Selmy;Marcher;;AWOIAF Wiki;;;House Selmy;Marcher
Arthor Celtigar;TRUE;0;House Celtigar, Blacks;Crownlander;Valyrian;AWOIAF Wiki;;;House Celtigar, Blacks;Crownlander
Arthor Karstark;TRUE;0;House Karstark;Northmen;;AWOIAF Wiki;;;House Karstark;Northmen
Arthor Oakheart;TRUE;0;House Oakheart;Reach;;AWOIAF Wiki;;;House Oakheart;Reach
Arthur Ambrose;TRUE;0;House Ambrose;;;AWOIAF Wiki;;;House Ambrose;
Arthur Dayne;TRUE;0;House Dayne, Kingsguard;Dornish;;AWOIAF Wiki;House Dayne, Kingsguard, House Targaryen;Dornish;House Dayne, Kingsguard;Dornish
Arthur Goodbrother;TRUE;0;House Goodbrother;Ironborn;;AWOIAF Wiki;;;House Goodbrother;Ironborn
Artos the Strong;TRUE;0;;Rivermen;First Men;AWOIAF Wiki;;;;Rivermen
Artos Flint;TRUE;0;House Flint;Mountain Clans;;AWOIAF Wiki;;;House Flint;Mountain Clans
Artos Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Artur Manning;TRUE;0;;;;AWOIAF Wiki;;;;
Artys I Arryn;TRUE;0;;Andal;;AWOIAF Wiki;;;;Andal
Arwen Upcliff;TRUE;0;House Upcliff, House Arryn;Andal;;AWOIAF Wiki;;;House Upcliff, House Arryn;Andal
Arwood Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Arwood Harlton;TRUE;0;House Harlton, House Targaryen, Brotherhood of Shadows;Rivermen;;AWOIAF Wiki;;;House Harlton, House Targaryen, Brotherhood of Shadows;Rivermen
Arwyn Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Arwyn Oakheart;TRUE;0;House Oakheart;Reach;;AWOIAF Wiki;;;House Oakheart;Reach
Arya Flint;TRUE;0;House Flint, House Stark;Mountain Clans;;AWOIAF Wiki;;;House Flint, House Stark;Mountain Clans
Arya Stark;TRUE;34;House Stark, Faceless Men;Northmen;;AWOIAF Wiki;House Stark, Faceless Men;Northmen;House Stark, Faceless Men;Northmen
Arys Oakheart;TRUE;1;House Oakheart, Kingsguard;Reach;;AWOIAF Wiki;;;House Oakheart, Kingsguard;Reach
Ash;TRUE;0;Three-Eyed Raven;;Children of the forest;AWOIAF Wiki;;Ghiscari, Meereenese;Three-Eyed Raven;Ghiscari, Meereenese
Asha Greyjoy;TRUE;4;House Greyjoy, House Ironmaker;Ironborn;;AWOIAF Wiki;;;House Greyjoy, House Ironmaker;Ironborn
Ashara Dayne;TRUE;0;House Dayne;Dornish;;AWOIAF Wiki;;;House Dayne;Dornish
Lord Ashford;TRUE;0;House Ashford;Reach;;AWOIAF Wiki;;;House Ashford;Reach
Assadora of Ibben;TRUE;0;Happy Port;Ibbenese;;AWOIAF Wiki;;;Happy Port;Ibbenese
Aubrey Ambrose;TRUE;0;House Ambrose;Reach;;AWOIAF Wiki;;;House Ambrose;Reach
Aubrey Crakehall;TRUE;0;;;;AWOIAF Wiki;;;;
Aurane Waters;TRUE;0;House Velaryon, House Baratheon;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon, House Baratheon;Crownlander
Aurion;TRUE;0;;Valyrian;;AWOIAF Wiki;;;;Valyrian
Axel Tully;TRUE;0;House Tully;Rivermen;;AWOIAF Wiki;;;House Tully;Rivermen
Axell Florent;TRUE;0;House Florent, Queen's Men;Reach;;AWOIAF Wiki;House Florent, House Tyrell, House Baratheon;Andal;House Florent, Queen's Men;Reach
Ayrmidon;TRUE;0;;Valyrian;;AWOIAF Wiki;;;;Valyrian
Azor Ahai;TRUE;0;;Asshai'i;;AWOIAF Wiki;;;;Asshai'i
Azzak zo Ghazeen;TRUE;0;House of Ghazeen;Ghiscari;;AWOIAF Wiki;;;House of Ghazeen;Ghiscari
Bael the Bard;TRUE;0;;Free Folk;;AWOIAF Wiki;;;;Free Folk
Baelish (hedge knight);TRUE;0;House Baelish;Valemen;;AWOIAF Wiki;;;House Baelish;Valemen
Baelish (lord);TRUE;0;House Baelish, House Arryn;Valemen;;AWOIAF Wiki;;;House Baelish, House Arryn;Valemen
Baelish (sellsword);TRUE;0;House Corbray;Braavosi;;AWOIAF Wiki;;;House Corbray;Braavosi
Baela Targaryen;TRUE;0;House Targaryen, House Velaryon, Blacks;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen, House Velaryon, Blacks;Crownlander
Baelon Targaryen;TRUE;0;;;;AWOIAF Wiki;;;;
Baelon Targaryen (son of Viserys I);TRUE;0;House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen;Crownlander
Baelor Blacktyde;TRUE;0;House Blacktyde;Ironborn;;AWOIAF Wiki;;;House Blacktyde;Ironborn
Baelor Hightower;TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Baelor I Targaryen;TRUE;0;;;;AWOIAF Wiki;;;;
Baelor Targaryen (son of Daeron II);TRUE;0;;;;AWOIAF Wiki;;;;
Black Balaq;TRUE;0;Golden Company;Summer Islander;;AWOIAF Wiki;;;Golden Company;Summer Islander
Balder;TRUE;0;Citadel, Night's Watch;;;AWOIAF Wiki;;;Citadel, Night's Watch;
Baldric I Durrandon;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Baldrick;TRUE;0;Faith of the Seven;Westerosi;;AWOIAF Wiki;;;Faith of the Seven;Westerosi
Balerion Otherys;TRUE;0;House Otherys;Braavosi;;AWOIAF Wiki;;;House Otherys;Braavosi
Ballabar;TRUE;0;Citadel, House Redwyne;;;AWOIAF Wiki;;;Citadel, House Redwyne;
Balman Byrch;TRUE;0;House Byrch, House Stokeworth;Crownlander;;AWOIAF Wiki;;;House Byrch, House Stokeworth;Crownlander
Balon Blackskin;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Balon Botley;TRUE;0;House Botley;Ironborn;;AWOIAF Wiki;;;House Botley;Ironborn
Balon Greyjoy;TRUE;0;;Ironborn;;AWOIAF Wiki;House Greyjoy, House Baratheon;Ironborn;House Greyjoy, House Baratheon;Ironborn
Balon V Greyjoy;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Balon Swann;TRUE;0;House Swann, Kingsguard;Marcher;;AWOIAF Wiki;;;House Swann, Kingsguard;Marcher
Balon Tawney;TRUE;0;House Tawney;Ironborn;;AWOIAF Wiki;;;House Tawney;Ironborn
Bambarro Bazanne;TRUE;0;;Lyseni;;AWOIAF Wiki;;;;Lyseni
Bandy;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Bannen;TRUE;0;Night's Watch;Northmen;;AWOIAF Wiki;Night's Watch;Northmen;Night's Watch;Northmen
Barba Bolton;TRUE;0;House Bolton;Northmen;;AWOIAF Wiki;;;House Bolton;Northmen
Barba Bracken;TRUE;0;House Bracken;Rivermen;;AWOIAF Wiki;;;House Bracken;Rivermen
Barbara Bracken;TRUE;0;House Bracken;Rivermen;;AWOIAF Wiki;;;House Bracken;Rivermen
Barbrey Dustin;TRUE;0;House Ryswell, House Dustin;Northmen;;AWOIAF Wiki;;;House Ryswell, House Dustin;Northmen
Barneby;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Barquen Peake;TRUE;0;House Peake;Reach;;AWOIAF Wiki;;;House Peake;Reach
Barra;TRUE;0;;Crownlander;;AWOIAF Wiki;;Andal;;Crownlander
Barre;TRUE;0;;;;AWOIAF Wiki;;;;
Barris Hightower;TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Barristan Selmy;TRUE;6;House Selmy, House Baratheon, Kingsguard, House Targaryen, Queensguard;Marcher;;AWOIAF Wiki;House Selmy, House Targaryen, Kingsguard, House Targaryen, House Baratheon, House Lannister, House Targaryen;Andal;House Selmy, House Baratheon, Kingsguard, House Targaryen, Queensguard;Marcher
Barron Durrandon;TRUE;0;;;;AWOIAF Wiki;;;;
Barsena Blackhair;TRUE;0;;Ghiscari;;AWOIAF Wiki;;;;Ghiscari
Barth (brewer);TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Barth;TRUE;0;Faith of the Seven, House Tyrell, House Targaryen;Reach;;AWOIAF Wiki;;;Faith of the Seven, House Tyrell, House Targaryen;Reach
Barthogan Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Bartimos Celtigar;TRUE;0;House Celtigar, Blacks;Crownlander;Valyrian;AWOIAF Wiki;;;House Celtigar, Blacks;Crownlander
Bartimus;TRUE;0;House Manderly;Northmen;;AWOIAF Wiki;;;House Manderly;Northmen
Bass;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Bastard of Blackhaven;TRUE;0;House Dondarrion;Marcher;;AWOIAF Wiki;;;House Dondarrion;Marcher
Bastard of Harrenhal;TRUE;0;House Lothston;Rivermen;;AWOIAF Wiki;;;House Lothston;Rivermen
Bastard's bastard;FALSE;0;;;;AWOIAF Wiki;;;;
Bathi Ma Lo;TRUE;0;Scarlet Emperors;YiTish;YiTish;AWOIAF Wiki;;;Scarlet Emperors;YiTish
Bayard Norcross;TRUE;0;House Norcross;Reach;;AWOIAF Wiki;;;House Norcross;Reach
Bean;TRUE;0;;Crownlander;;AWOIAF Wiki;;;;Crownlander
Beans;TRUE;0;Windblown;Myrish;;AWOIAF Wiki;;;Windblown;Myrish
Bearded woman;TRUE;0;House of Qaggaz;Ghiscari;;AWOIAF Wiki;;;House of Qaggaz;Ghiscari
Beastmaster;TRUE;0;;Ghiscari;;AWOIAF Wiki;;;;Ghiscari
Beatrice Butterwell;TRUE;0;House Butterwell;Rivermen;;AWOIAF Wiki;;;House Butterwell;Rivermen
Bearded Ben;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Beardless Dick;TRUE;0;Brotherhood Without Banners;;;AWOIAF Wiki;;;Brotherhood Without Banners;
Becca;TRUE;0;House Arryn;Valemen;;AWOIAF Wiki;;;House Arryn;Valemen
Becca the Baker;TRUE;0;;;;AWOIAF Wiki;;;;
Beck;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Bedwyck;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Belandra;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Belaquo Bonebreaker;TRUE;0;House of Loraq;Ghiscari;;AWOIAF Wiki;;;House of Loraq;Ghiscari
Beldecar;TRUE;0;;;;AWOIAF Wiki;;;;
Beldon;TRUE;0;Citadel, House Lannister;;;AWOIAF Wiki;;;Citadel, House Lannister;
Lord Belgrave;TRUE;0;House Belgrave;Westerosi;;AWOIAF Wiki;;;House Belgrave;Westerosi
Belicho;TRUE;0;;Volantene;Valyrian;AWOIAF Wiki;;;;Volantene
Belicho Staegone;TRUE;0;;Volantene;Valyrian;AWOIAF Wiki;;;;Volantene
Belis;TRUE;0;Alchemists' Guild;Crownlander;;AWOIAF Wiki;;;Alchemists' Guild;Crownlander
Bella;TRUE;0;Peach;Rivermen;;AWOIAF Wiki;;;Peach;Rivermen
Bellegere Otherys;TRUE;0;House Otherys;Braavosi;Braavosi, Summer Islander;AWOIAF Wiki;;;House Otherys;Braavosi
Bellegere Otherys (courtesan);TRUE;0;House Otherys;Braavosi;;AWOIAF Wiki;;;House Otherys;Braavosi
Bellena Hawick;TRUE;0;House Hawick, House Frey;Rivermen;;AWOIAF Wiki;;;House Hawick, House Frey;Rivermen
Bello;TRUE;0;;;;AWOIAF Wiki;;;;
Bellenora Otherys;TRUE;0;House Otherys;Braavosi;;AWOIAF Wiki;;;House Otherys;Braavosi
Bellonara Otherys;TRUE;0;House Otherys;Braavosi;;AWOIAF Wiki;;;House Otherys;Braavosi
Belthasar Bolton;TRUE;0;House Bolton;Northmen;;AWOIAF Wiki;;;House Bolton;Northmen
Belwas;TRUE;0;House Targaryen, Queensguard, Council of Meereen;Meereenese;;AWOIAF Wiki;;;House Targaryen, Queensguard, Council of Meereen;Meereenese
Ben;TRUE;0;;;;AWOIAF Wiki;;;;
Big Belly Ben;TRUE;0;Kingswood Brotherhood;;;AWOIAF Wiki;;;Kingswood Brotherhood;
Ben Beesbury;TRUE;0;House Beesbury;Reach;;AWOIAF Wiki;;;House Beesbury;Reach
Ben Blackthumb;TRUE;0;House Lothston, House Whent, House Lannister;Rivermen;;AWOIAF Wiki;;;House Lothston, House Whent, House Lannister;Rivermen
Ben Bones;TRUE;0;House Bolton;Northmen;;AWOIAF Wiki;;;House Bolton;Northmen
Ben Bushy;TRUE;0;House Bushy;Reach;;AWOIAF Wiki;;;House Bushy;Reach
Ben Buttercakes;TRUE;0;;Reach;;AWOIAF Wiki;;;;Reach
Ben Coldwater;TRUE;0;House Coldwater;Valemen;;AWOIAF Wiki;;;House Coldwater;Valemen
Ben Plumm;TRUE;0;House of Pahl, Second Sons;;;AWOIAF Wiki;;;House of Pahl, Second Sons;
Bendamure;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Benedar Belmore;TRUE;0;House Belmore, Lords Declarant;Valemen;;AWOIAF Wiki;;;House Belmore, Lords Declarant;Valemen
Benedict;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Benedict Blackmont;TRUE;0;;Dornish;;AWOIAF Wiki;;;;Dornish
Benedict Broom;TRUE;0;House Broom, House Lannister;Westermen;;AWOIAF Wiki;;;House Broom, House Lannister;Westermen
Benedict I Justman;TRUE;0;;Rivermen;Andal;AWOIAF Wiki;;;;Rivermen
Benedict II Justman;TRUE;0;;Rivermen;Andal;AWOIAF Wiki;;;;Rivermen
Benedict Royce;TRUE;0;House Royce, House Royce;Valemen;;AWOIAF Wiki;;;House Royce, House Royce;Valemen
Benerro;TRUE;0;Faith of R'hllor;Volantene;;AWOIAF Wiki;;;Faith of R'hllor;Volantene
Benethon Scales;TRUE;0;House Scales, House Baratheon, Queen's Men;Crownlander;;AWOIAF Wiki;;;House Scales, House Baratheon, Queen's Men;Crownlander
Benfred Tallhart;TRUE;0;House Tallhart, Wild Hares;Northmen;;AWOIAF Wiki;;;House Tallhart, Wild Hares;Northmen
Benfrey Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Benifer;TRUE;0;Citadel, House Targaryen;;;AWOIAF Wiki;;;Citadel, House Targaryen;
Benjamin Avery;TRUE;0;;Westerosi;;AWOIAF Wiki;;;;Westerosi
Benjen Stark;TRUE;0;House Stark, Night's Watch;Northmen;;AWOIAF Wiki;House Stark, Night's Watch, Three-Eyed Raven;Northmen;House Stark, Night's Watch;Northmen
Benjen Stark (Bitter);TRUE;0;;Northmen;First Men;AWOIAF Wiki;;;;Northmen
Benjen Stark (Sweet);TRUE;0;;Northmen;First Men;AWOIAF Wiki;;;;Northmen
Benjen Stark (lord);TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Benjen Stark (son of Artos);TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Benjen Stark (son of Bennard);TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Benjicot;TRUE;0;;;;AWOIAF Wiki;;;;
Benjicot Branch;TRUE;0;House Branch;Northmen;;AWOIAF Wiki;;;House Branch;Northmen
Benjicot Blackwood;TRUE;0;House Blackwood, Blacks, Lads;Rivermen;;AWOIAF Wiki;;;House Blackwood, Blacks, Lads;Rivermen
Bennard Brune;TRUE;0;House Brune;Crownlander;;AWOIAF Wiki;;;House Brune;Crownlander
Bennard Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Bennarion Botley;TRUE;0;House Botley;Ironborn;;AWOIAF Wiki;;;House Botley;Ironborn
Bennet;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Bennifer Blackwood;TRUE;0;House Blackwood;Rivermen;;AWOIAF Wiki;;;House Blackwood;Rivermen
Bennis of the Brown Shield;TRUE;0;House Osgrey;;;AWOIAF Wiki;;;House Osgrey;
Bent-backed man;TRUE;0;House Roote;Rivermen;;AWOIAF Wiki;;;House Roote;Rivermen
Benton Glover;TRUE;0;House Glover, Night's Watch;Northmen;;AWOIAF Wiki;;;House Glover, Night's Watch;Northmen
Beony Beesbury;TRUE;0;House Beesbury, House Frey;Reach;;AWOIAF Wiki;;;House Beesbury, House Frey;Reach
Blind Beqqo;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Beren Tallhart;TRUE;0;House Tallhart;Northmen;;AWOIAF Wiki;;;House Tallhart;Northmen
Berena Hornwood;TRUE;0;House Hornwood, House Tallhart;Northmen;;AWOIAF Wiki;;;House Hornwood, House Tallhart;Northmen
Berena Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Beric Dondarrion;TRUE;0;House Dondarrion, Brotherhood Without Banners;Marcher;;AWOIAF Wiki;House Dondarrion, House Baratheon, Brotherhood Without Banners;Andal;House Dondarrion, Brotherhood Without Banners;Marcher
Bernard;TRUE;0;Faith of the Seven, House Peake, House Targaryen;Reach;;AWOIAF Wiki;;;Faith of the Seven, House Peake, House Targaryen;Reach
Black Bernarr;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Brown Bernarr;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Bernarr Brune;TRUE;0;House Brune;Crownlander;;AWOIAF Wiki;;;House Brune;Crownlander
Bernarr II Justman;TRUE;0;;Rivermen;Andal;AWOIAF Wiki;;;;Rivermen
Beron;TRUE;0;;;;AWOIAF Wiki;;;;
Beron Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Beron Blacktyde;TRUE;0;House Blacktyde;Ironborn;;AWOIAF Wiki;;;House Blacktyde;Ironborn
Bertram Beesbury;TRUE;0;House Beesbury;Reach;;AWOIAF Wiki;;;House Beesbury;Reach
Bertrand Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Bess Bracken;TRUE;0;House Bracken;Rivermen;;AWOIAF Wiki;;;House Bracken;Rivermen
Bessa;TRUE;0;;;;AWOIAF Wiki;;;;
Bessa (Winterfell);TRUE;0;;Northmen;;AWOIAF Wiki;;;;Northmen
Bessaro Reyaan;TRUE;0;House Reyaan, Iron Bank of Braavos;Braavosi;;AWOIAF Wiki;;;House Reyaan, Iron Bank of Braavos;Braavosi
Beth Cassel;TRUE;0;House Cassel;Northmen;;AWOIAF Wiki;;;House Cassel;Northmen
Betha Blackwood;TRUE;0;House Blackwood, House Targaryen;Rivermen;;AWOIAF Wiki;;;House Blackwood, House Targaryen;Rivermen
Blushing Bethany;TRUE;0;Happy Port;Braavosi;;AWOIAF Wiki;;;Happy Port;Braavosi
Bethany Blackwood;TRUE;0;House Blackwood;Rivermen;;AWOIAF Wiki;;;House Blackwood;Rivermen
Bethany Bolton;TRUE;0;House Bolton, House Ryswell;Northmen;;AWOIAF Wiki;;;House Bolton, House Ryswell;Northmen
Bethany Bracken;TRUE;0;House Bracken;Rivermen;;AWOIAF Wiki;;;House Bracken;Rivermen
Bethany Fair-Fingers;TRUE;0;;Westerosi;;AWOIAF Wiki;;;;Westerosi
Bethany Hightower;TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Bethany Redwyne;TRUE;0;House Redwyne, House Rowan;Reach;;AWOIAF Wiki;;;House Redwyne, House Rowan;Reach
Bethany Rosby;TRUE;0;House Rosby, House Frey;Crownlander;;AWOIAF Wiki;;;House Rosby, House Frey;Crownlander
Betharios of Braavos;TRUE;0;House Frey;Braavosi;;AWOIAF Wiki;;;House Frey;Braavosi
Bhakaz zo Loraq;TRUE;0;House of Loraq;Ghiscari;;AWOIAF Wiki;;;House of Loraq;Ghiscari
Bharbo;TRUE;0;;Dothraki;;AWOIAF Wiki;;;;Dothraki
Big Boil;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Lord Bigglestone;TRUE;0;House Bigglestone, Blacks;Rivermen;;AWOIAF Wiki;;;House Bigglestone, Blacks;Rivermen
Muttering Bill;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Old Bill Bone;TRUE;0;Windblown;Summer Islander;Summer Islander;AWOIAF Wiki;;;Windblown;Summer Islander
Billy Burley;TRUE;0;House Burley, House Blackwood, Blacks;Rivermen, Northmen;;AWOIAF Wiki;;;House Burley, House Blackwood, Blacks;Rivermen, Northmen
Biter;TRUE;0;House Lorch, Brave Companions;;;AWOIAF Wiki;House Lannister;;House Lorch, Brave Companions;
Black Fist;TRUE;0;Unsullied, House Targaryen;;;AWOIAF Wiki;;;Unsullied, House Targaryen;
Black Knife;TRUE;0;Three-Eyed Raven;;Children of the forest;AWOIAF Wiki;;;Three-Eyed Raven;
Blackshield;TRUE;0;House Mullendore;Reach;;AWOIAF Wiki;;;House Mullendore;Reach
Lord Blacktyde;TRUE;0;House Blacktyde;Ironborn;;AWOIAF Wiki;;;House Blacktyde;Ironborn
Lord Blackwood (Aerys II);TRUE;0;House Blackwood;Rivermen;;AWOIAF Wiki;;;House Blackwood;Rivermen
Blane;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Blind Lord;TRUE;0;House Flint;Northmen;;AWOIAF Wiki;;;House Flint;Northmen
Blood (the butcher);TRUE;0;City Watch of King's Landing, Blacks;Crownlander;;AWOIAF Wiki;;;City Watch of King's Landing, Blacks;Crownlander
Bloodbeard;TRUE;0;Company of the Cat;;;AWOIAF Wiki;;;Company of the Cat;
Bloodstone Emperor;TRUE;0;;Great Empire of the Dawn;;AWOIAF Wiki;;;;Great Empire of the Dawn
Bluetooth;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Bobono;TRUE;0;Gate;Braavosi;;AWOIAF Wiki;Izembaro's Troupe;Braavosi;Gate;Braavosi
Bodger;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Bokkoko;TRUE;0;Second Sons;;;AWOIAF Wiki;;;Second Sons;
Bonifer Hasty;TRUE;0;House Hasty, Holy Hundred;Stormlander;;AWOIAF Wiki;;;House Hasty, Holy Hundred;Stormlander
Books;TRUE;0;Windblown;Volantene;;AWOIAF Wiki;;;Windblown;Volantene
Borcas;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Boremund Baratheon;TRUE;0;House Baratheon;Stormlander;;AWOIAF Wiki;;;House Baratheon;Stormlander
Boremund Harlaw;TRUE;0;House Harlaw;Ironborn;;AWOIAF Wiki;;;House Harlaw;Ironborn
Boros Blount;TRUE;0;House Blount, Kingsguard;Crownlander;;AWOIAF Wiki;;;House Blount, Kingsguard;Crownlander
Lord Borrell (father of Godric);TRUE;0;House Borrell;Sistermen;;AWOIAF Wiki;;;House Borrell;Sistermen
Borroq;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Borros Baratheon;TRUE;0;House Baratheon, Greens;Stormlander;;AWOIAF Wiki;;;House Baratheon, Greens;Stormlander
Bors;TRUE;0;House Martell;;;AWOIAF Wiki;;;House Martell;
Bors the Breaker;TRUE;0;House Bulwer;Reach;First Men;AWOIAF Wiki;;;House Bulwer;Reach
Borys Baratheon;TRUE;0;House Baratheon, Vulture King;Stormlander;;AWOIAF Wiki;;;House Baratheon, Vulture King;Stormlander
Bowen Marsh;TRUE;0;House Marsh, Night's Watch;Northmen;;AWOIAF Wiki;House Marsh, Night's Watch;Crannogmen;House Marsh, Night's Watch;Northmen
Boy;TRUE;0;Brotherhood Without Banners;Rivermen;;AWOIAF Wiki;;;Brotherhood Without Banners;Rivermen
Braavosi daggerman;FALSE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Lady Bracken;TRUE;0;House Bracken;Rivermen;;AWOIAF Wiki;;;House Bracken;Rivermen
Lord Bracken;TRUE;0;House Bracken;Rivermen;;AWOIAF Wiki;;;House Bracken;Rivermen
Lord Bracken (father of Otho);TRUE;0;House Bracken;Rivermen;;AWOIAF Wiki;;;House Bracken;Rivermen
Lord Bracken (Aerys II);TRUE;0;House Bracken;Rivermen;;AWOIAF Wiki;;;House Bracken;Rivermen
Bradamar Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Bramm of Blackhull;TRUE;0;;Westerosi;;AWOIAF Wiki;;;;Westerosi
Branda Stark;TRUE;0;House Stark, House Rogers;Northmen;;AWOIAF Wiki;;;House Stark, House Rogers;Northmen
Brandon of the Bloody Blade;TRUE;0;;Reach;First Men;AWOIAF Wiki;;;;Reach
Brandon Norrey;TRUE;0;House Norrey;Mountain Clans;;AWOIAF Wiki;;;House Norrey;Mountain Clans
Brandon Norrey (son of Brandon);TRUE;0;House Norrey;Mountain Clans;;AWOIAF Wiki;;;House Norrey;Mountain Clans
Brandon Orlych;TRUE;0;;;;AWOIAF Wiki;;;;
Brandon Snow;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Brandon Stark (Builder);TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Brandon Stark (son of Bran the Builder);TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Brandon Stark (Breaker);TRUE;0;;Northmen;First Men;AWOIAF Wiki;;;;Northmen
Brandon Stark (Shipwright);TRUE;0;;Northmen;First Men;AWOIAF Wiki;;;;Northmen
Brandon Stark (Burner);TRUE;0;;Northmen;First Men;AWOIAF Wiki;;;;Northmen
Brandon Stark (Ice Eyes);TRUE;0;;Northmen;;AWOIAF Wiki;;;;Northmen
Brandon Stark (Bad);TRUE;0;;Northmen;;AWOIAF Wiki;;;;Northmen
Brandon IX Stark;TRUE;0;;Northmen;;AWOIAF Wiki;;;;Northmen
Brandon Stark (the Boisterous);TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Brandon Stark (the Daughterless);TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
